Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (mA),Sun Angle (degrees)
302.41,24.323,25.53,7.959,0.946,28.8
302.53,24.323,25.53,7.959,1.205,28.8
302.66,24.323,25.53,7.949,1.205,21.6
302.78,23.916,25.53,7.949,1.036,21.6
302.91,24.323,26.119,7.949,1.205,21.6
303.03,24.323,25.53,8.238,1.494,21.6
303.16,24.323,25.53,7.959,1.215,21.6
303.28,24.323,25.53,7.949,1.205,21.6
303.41,24.323,25.53,7.959,1.205,21.6
303.54,23.916,25.53,7.959,0.827,21.6
303.84,24.404,25.53,7.949,1.195,21.6
303.97,24.323,25.53,7.949,1.195,21.6
304.1,24.323,25.53,7.939,1.195,21.6
304.22,24.323,25.53,8.248,1.504,21.6
304.35,24.323,25.53,7.949,1.205,14.4
304.47,24.323,25.446,8.238,1.494,14.4
304.6,24.323,25.53,7.959,1.205,14.4
304.72,24.323,25.446,7.959,1.006,14.4
304.85,24.323,25.53,7.959,1.046,14.4
304.97,24.323,25.279,7.949,1.195,14.4
305.1,24.323,25.53,7.949,1.205,14.4
305.22,24.323,25.53,7.959,1.205,14.4
305.35,24.323,25.53,7.949,1.195,14.4
305.47,24.323,26.119,7.959,1.205,14.4
305.6,24.323,25.53,7.959,1.215,14.4
305.92,23.916,25.53,7.959,1.046,14.4
306.05,24.323,25.53,7.959,0.827,7.2
306.19,24.404,25.53,7.949,1.195,360
306.32,24.323,25.53,8.686,1.942,360
306.44,24.404,25.53,7.949,1.205,352.8
306.57,23.916,25.53,7.949,1.205,352.8
306.69,23.997,25.53,7.959,0.946,352.8
306.82,24.323,25.53,7.959,1.205,352.8
306.94,24.404,25.53,7.959,1.205,352.8
307.06,24.404,25.53,7.939,1.195,345.6
307.19,24.404,25.53,8.357,1.614,345.6
307.31,24.404,25.446,7.959,1.215,345.6
307.44,24.404,25.446,7.959,0.827,345.6
307.56,24.404,25.446,7.959,1.046,345.6
308.05,24.404,25.446,7.959,1.205,345.6
308.18,24.404,25.446,8.367,1.624,345.6
308.31,24.404,25.446,7.979,1.225,352.8
308.44,24.404,25.446,7.979,1.225,360
308.57,24.404,25.446,8.278,1.524,7.2
308.69,24.404,25.446,7.989,1.235,14.4
308.81,24.404,26.034,7.979,1.225,14.4
308.94,24.404,25.446,8.576,1.823,14.4
309.06,24.404,25.446,7.989,1.235,14.4
309.19,24.404,25.446,7.979,1.225,14.4
309.31,24.404,25.446,7.989,1.235,14.4
309.44,24.404,25.446,7.989,1.235,14.4
309.57,24.895,25.446,7.989,1.225,14.4
309.69,24.404,24.946,7.989,1.235,14.4
309.82,24.404,26.034,7.989,1.235,14.4
310.19,24.404,25.446,8.706,1.952,14.4
310.31,24.404,25.446,7.989,1.066,14.4
310.44,24.404,24.946,7.989,1.235,14.4
310.56,24.567,25.362,7.979,1.225,14.4
310.69,24.404,25.446,7.979,1.225,14.4
310.82,24.404,25.446,7.989,1.235,14.4
310.96,24.404,25.446,8.596,1.853,7.2
311.08,24.323,25.446,7.949,1.195,7.2
311.21,24.404,25.446,8.367,1.624,7.2
311.33,24.404,25.446,7.949,1.185,7.2
311.46,24.404,25.446,7.949,1.205,7.2
311.58,24.404,25.446,7.949,1.195,360
311.71,24.404,25.53,7.949,1.195,360
311.85,24.404,25.53,7.959,0.827,352.8
311.97,24.404,25.614,8.238,1.494,345.6
312.35,24.404,25.279,7.949,1.205,338.4
312.47,24.404,26.034,7.959,1.205,331.2
312.6,24.404,26.203,7.959,1.046,331.2
312.72,24.404,26.372,7.959,1.205,324
312.85,24.404,26.542,7.949,0.817,324
312.97,24.404,26.627,7.959,1.205,324
313.1,24.404,26.712,7.959,1.046,324
313.22,24.404,26.797,7.959,1.205,324
313.35,24.404,26.883,7.959,1.155,324
313.47,24.404,26.968,7.959,0.817,324
313.6,24.404,27.054,7.959,1.205,324
313.72,24.404,27.225,7.999,1.245,331.2
313.85,24.404,27.225,7.989,1.235,331.2
313.97,24.404,28.002,7.989,1.235,331.2
314.56,24.404,27.225,7.999,1.245,331.2
314.68,24.404,27.311,7.989,1.146,331.2
314.82,23.997,27.397,7.989,1.235,331.2
314.94,24.404,27.483,7.989,0.896,331.2
315.06,24.404,27.569,7.999,1.235,331.2
315.19,24.404,27.742,7.959,1.205,324
315.32,24.404,27.915,7.959,0.817,316.8
315.44,24.404,27.915,7.959,1.046,316.8
315.57,23.997,28.002,7.959,1.116,316.8
315.69,24.404,28.089,7.959,1.205,316.8
315.82,24.404,28.176,7.959,1.205,309.6
315.94,24.404,28.263,7.959,0.827,309.6
316.06,24.404,28.35,7.949,1.195,309.6
316.19,24.404,28.35,7.959,1.205,309.6
316.78,23.997,28.438,7.959,0.946,309.6
316.91,24.404,28.438,7.959,1.046,309.6
317.03,24.404,28.525,7.959,0.817,309.6
317.16,24.404,28.525,7.959,1.205,309.6
317.28,24.323,28.613,7.949,1.205,309.6
317.41,24.404,29.585,7.949,1.205,309.6
317.53,24.404,28.7,8.367,1.624,309.6
317.66,24.404,28.7,7.959,1.215,309.6
317.78,24.404,28.788,7.959,1.205,309.6
317.91,24.404,28.788,7.959,0.827,309.6
318.03,24.404,28.788,7.959,1.205,309.6
318.16,24.404,28.876,7.959,0.867,309.6
318.28,24.404,28.876,7.959,1.205,309.6
318.41,24.486,28.7,7.959,1.205,309.6
319.05,24.486,28.964,7.999,1.245,316.8
319.17,24.404,28.964,7.989,1.235,324
319.3,24.404,29.943,7.989,1.235,324
319.42,24.404,28.964,7.989,1.235,324
319.55,23.997,28.964,7.999,1.235,324
319.67,24.404,28.964,7.999,1.235,324
319.8,24.404,28.964,8.287,1.534,324
319.92,24.404,29.053,7.989,0.976,324
320.05,24.486,29.053,7.999,1.245,324
320.17,24.404,30.122,7.979,1.225,331.2
320.3,24.404,29.141,8.407,1.654,338.4
320.42,24.404,29.23,7.979,1.225,345.6
320.55,23.997,29.23,7.989,1.235,352.8
320.68,24.486,29.318,7.979,1.225,360
321.33,24.486,29.318,7.989,1.225,7.2
321.46,24.486,29.318,7.999,1.235,7.2
321.58,24.486,29.407,7.979,1.225,14.4
321.71,24.486,29.407,7.979,1.225,21.6
321.83,24.323,29.496,7.989,1.066,28.8
321.96,24.567,29.496,7.989,1.225,28.8
322.08,23.997,29.496,7.999,1.245,28.8
322.21,24.486,29.496,7.989,1.235,28.8
322.33,24.486,29.496,7.989,0.857,28.8
322.46,24.486,29.496,8.278,1.524,28.8
322.6,24.486,29.496,7.989,1.066,28.8
322.72,24.486,29.585,8.238,1.494,21.6
322.85,24.486,29.585,7.949,1.036,21.6
322.97,24.486,29.585,7.949,1.195,21.6
323.1,24.486,29.585,7.959,1.205,21.6
323.65,24.486,29.053,7.949,1.205,21.6
323.77,24.486,29.674,7.959,1.205,21.6
323.89,24.486,29.674,7.949,1.036,21.6
324.02,24.486,29.674,7.959,1.205,21.6
324.16,24.486,29.674,7.959,1.215,21.6
324.29,23.997,29.674,7.959,1.006,21.6
324.41,24.486,29.764,7.949,0.807,21.6
324.53,24.486,30.033,7.949,1.205,21.6
324.66,24.486,29.764,7.959,1.205,14.4
324.78,24.486,29.764,7.959,1.215,14.4
324.91,24.486,29.764,7.959,0.827,14.4
325.03,24.486,29.674,7.959,1.046,14.4
325.16,23.997,29.674,7.959,1.205,14.4
325.28,24.486,29.496,8.686,1.942,7.2
325.41,24.323,29.496,7.949,1.185,7.2
326.02,24.486,29.407,8.686,1.942,7.2
326.15,24.486,30.393,7.949,1.205,7.2
326.27,24.486,29.318,7.959,1.116,7.2
326.4,24.486,29.318,8.626,1.883,7.2
326.53,24.486,29.23,7.949,1.205,7.2
326.66,24.486,29.23,7.959,1.205,7.2
326.78,24.486,29.141,7.949,1.185,360
326.91,24.486,29.053,7.949,0.807,360
327.03,24.486,29.053,7.959,1.215,360
327.16,24.486,28.35,7.969,1.215,352.8
327.29,24.895,28.964,7.959,0.837,352.8
327.41,24.486,28.876,7.959,1.195,352.8
327.54,24.486,28.876,8.606,1.863,352.8
327.66,24.486,28.788,7.949,1.195,345.6
327.79,24.486,28.7,7.989,1.235,352.8
328.41,24.486,28.7,7.989,1.106,352.8
328.53,24.486,28.613,7.939,1.195,345.6
328.66,24.567,28.525,7.959,0.946,338.4
328.79,24.486,28.525,7.959,1.215,331.2
328.91,24.486,28.438,7.959,1.046,331.2
329.03,24.486,28.438,7.959,1.205,331.2
329.16,24.486,28.35,7.959,1.046,324
329.3,24.486,28.35,8.248,1.504,316.8
329.42,24.486,28.263,7.999,1.255,309.6
329.56,24.486,28.263,8.248,1.504,309.6
329.69,24.486,28.263,7.969,1.215,309.6
329.81,24.977,28.176,7.959,1.116,309.6
329.94,24.486,28.176,7.959,1.046,309.6
330.07,24.486,28.176,7.959,1.205,309.6
330.82,24.977,28.089,7.959,1.116,309.6
330.94,24.486,28.089,7.959,1.195,309.6
331.07,24.079,28.089,7.959,1.046,309.6
331.19,24.486,28.089,7.959,1.205,309.6
331.32,24.486,28.089,7.959,0.946,309.6
331.44,24.486,28.002,7.959,1.205,309.6
331.57,24.486,28.002,7.959,1.205,309.6
331.69,24.895,28.002,7.959,1.205,302.4
331.82,24.567,27.915,7.959,1.205,295.2
331.94,24.567,28.788,7.949,1.195,288
332.06,24.567,27.828,8.019,1.265,295.2
332.19,24.567,27.054,7.939,1.195,288
332.32,24.567,27.828,7.959,1.205,288
332.44,24.567,27.742,7.959,1.205,288
333.27,24.567,27.742,7.959,1.215,288
333.4,24.567,27.742,7.989,1.235,295.2
333.52,24.567,27.742,7.989,1.225,295.2
333.64,24.567,27.655,7.989,1.235,295.2
333.77,24.567,26.883,7.989,1.235,295.2
333.89,24.649,27.655,7.989,1.235,295.2
334.02,24.567,27.655,7.989,1.066,295.2
334.15,24.079,27.569,7.999,1.235,295.2
334.27,24.567,27.569,7.989,1.066,295.2
334.4,24.567,27.569,7.989,1.235,295.2
334.52,24.567,27.569,8.736,1.982,295.2
334.64,24.567,27.569,7.999,1.235,295.2
334.77,24.567,27.483,7.989,1.235,295.2
334.89,24.567,27.483,7.949,1.036,288
335.81,24.567,27.483,8.696,1.952,280.8
335.94,24.567,27.483,7.959,1.205,280.8
336.06,24.567,27.483,8.686,1.942,280.8
336.19,24.567,27.397,7.949,1.205,280.8
336.31,24.567,27.397,7.949,1.195,80.8
336.44,24.079,27.397,7.959,1.205,280.8
336.57,25.059,27.397,7.949,1.195,280.8
336.69,24.567,27.397,7.959,0.946,280.8
336.82,24.567,27.311,7.969,1.205,280.8
336.94,24.486,26.627,7.959,1.205,280.8
337.07,24.567,26.627,7.959,1.205,280.8
337.19,24.567,26.712,7.949,1.195,280.8
337.32,24.567,27.397,7.949,0.936,280.8
337.44,24.567,27.397,7.949,1.205,280.8
338.33,24.567,27.397,7.959,1.215,280.8
338.46,24.567,27.483,7.959,1.205,280.8
338.6,24.567,27.569,8.238,1.494,280.8
338.72,24.567,27.655,8.576,1.833,280.8
338.85,25.141,28.089,7.949,1.195,280.8
338.97,24.567,28.263,7.949,1.195,280.8
339.1,24.16,28.263,7.959,1.205,280.8
339.22,24.16,28.35,7.949,1.195,280.8
339.35,24.567,28.525,7.959,1.006,280.8
339.47,24.567,28.525,8.706,1.952,280.8
339.6,24.567,28.613,7.959,1.205,280.8
339.72,24.567,28.7,8.367,1.614,280.8
339.85,24.567,28.788,7.949,1.195,280.8
340.88,24.567,28.788,7.949,1.195,280.8
341,24.16,28.876,7.959,0.817,280.8
341.13,24.649,28.964,7.959,1.195,280.8
341.25,24.567,28.964,7.949,1.195,280.8
341.38,24.649,30.393,7.999,1.235,288
341.5,24.16,29.496,7.989,0.837,288
341.63,24.649,29.496,7.979,1.215,288
341.75,24.649,29.496,7.989,1.225,288
341.88,24.649,29.585,7.999,1.235,288
342,24.649,29.585,7.989,1.225,288
342.13,24.649,29.674,7.989,1.225,288
342.25,24.649,29.674,8.278,1.514,288
342.38,24.649,29.674,8.407,1.644,288
343.44,24.649,29.674,7.989,1.225,288
343.57,24.649,29.764,7.989,1.225,288
343.69,24.649,29.764,7.999,1.235,288
343.81,24.649,29.764,7.989,1.225,288
343.94,24.649,30.033,7.999,1.036,288
344.07,24.649,30.033,7.999,1.245,288
344.19,24.649,30.122,7.989,1.225,295.2
344.31,24.649,30.122,7.979,1.215,295.2
344.44,24.649,30.122,7.979,1.215,295.2
344.57,24.649,30.122,7.999,1.235,295.2
344.69,24.649,30.122,8.278,1.524,295.2
344.81,24.649,30.122,7.989,0.837,295.2
344.94,24.649,30.122,7.999,0.906,295.2
345.06,24.649,30.122,7.979,1.215,295.2
346.08,24.649,30.212,8.606,1.853,295.2
346.21,24.649,30.212,7.999,1.235,295.2
346.35,24.649,30.212,7.989,1.235,295.2
346.47,24.649,30.303,8.038,1.275,295.2
346.6,24.649,30.303,7.989,1.225,295.2
346.72,24.649,30.303,7.989,1.235,295.2
346.85,24.649,30.303,7.999,1.245,295.2
346.97,24.649,30.303,7.999,1.235,295.2
347.1,24.649,30.393,8.726,1.972,295.2
347.22,24.649,30.393,8.118,1.355,295.2
347.35,24.649,30.393,8.606,1.843,295.2
347.47,24.649,30.393,8.696,1.932,295.2
347.6,24.649,30.393,7.999,1.235,295.2
348.72,24.649,30.393,8.407,1.644,295.2
348.85,24.649,30.393,8.606,1.853,295.2
348.97,24.649,30.393,8.407,1.644,295.2
349.1,24.649,30.393,8.407,1.644,295.2
349.22,24.649,31.581,7.999,1.235,295.2
349.35,24.649,30.665,7.989,1.225,295.2
349.47,24.649,30.484,7.989,1.225,295.2
349.6,24.649,31.674,7.989,1.225,295.2
349.72,24.649,30.574,7.989,1.225,295.2
349.85,24.649,30.574,7.999,1.235,295.2
349.97,24.649,30.574,7.989,1.225,295.2
350.1,24.649,30.484,7.989,1.225,295.2
350.22,24.649,30.574,7.989,1.225,295.2
350.35,24.649,30.574,7.989,1.225,295.2
351.39,24.649,30.484,7.999,1.235,295.2
351.52,24.649,30.574,7.989,1.225,295.2
351.65,24.649,30.574,7.989,1.225,295.2
351.77,24.649,30.756,7.989,1.225,295.2
351.9,24.649,30.574,7.999,1.235,295.2
352.02,24.241,30.484,7.989,1.225,295.2
352.16,24.731,30.574,7.989,1.225,295.2
352.28,24.731,30.484,7.989,1.225,295.2
352.41,24.731,30.574,7.989,1.225,295.2
352.53,24.731,29.585,7.999,1.235,295.2
352.66,24.731,30.665,7.989,1.225,295.2
352.78,24.649,30.665,7.989,1.225,295.2
352.91,24.323,30.665,7.989,1.225,295.2
354.1,24.731,30.665,7.989,1.225,295.2
354.24,25.223,30.574,7.999,1.235,295.2
354.36,24.731,29.585,7.989,1.225,295.2
354.49,24.241,30.665,7.989,1.225,295.2
354.62,24.731,30.484,7.989,1.235,295.2
354.75,24.731,30.665,7.979,1.215,295.2
354.88,24.731,30.393,7.999,1.235,295.2
355,24.731,30.303,7.989,1.225,295.2
355.13,24.731,30.303,8.038,1.275,295.2
355.25,24.731,30.212,7.989,0.857,295.2
355.38,24.731,30.122,8.696,1.942,288
355.5,24.731,30.393,7.949,1.195,288
355.63,24.731,30.033,7.949,1.195,288
355.78,24.731,30.033,7.949,1.195,288
356.84,24.731,29.943,7.959,1.205,288
356.97,25.306,28.964,7.959,1.205,288
357.1,24.649,29.853,7.959,0.827,288
357.24,24.731,29.496,7.959,1.205,288
357.36,24.649,29.407,7.959,1.195,288
357.49,24.731,29.407,7.969,1.215,288
357.61,24.731,29.407,7.959,1.006,288
357.74,24.731,29.318,7.959,1.006,288
357.86,24.731,29.318,7.959,1.205,288
357.99,24.731,29.318,8.248,1.494,288
358.11,24.731,29.23,7.959,1.205,288
358.24,24.731,29.496,7.959,1.205,288
358.36,24.649,29.141,7.969,1.215,288
358.49,24.731,29.141,7.959,0.867,288
359.59,24.731,29.141,8.367,1.614,288
359.72,24.731,29.053,7.949,1.195,288
359.85,24.731,28.788,8.706,1.952,288
359.97,24.731,28.788,7.949,1.195,288
360.1,24.731,28.7,7.949,1.195,288
360.22,24.731,27.828,7.969,1.215,288
360.35,24.731,28.7,7.949,1.195,288
360.47,24.813,28.7,7.959,1.205,288
360.6,24.813,28.613,7.969,1.215,288
360.72,24.813,28.613,8.686,1.932,288
360.85,24.813,28.613,8.367,1.614,288
360.97,24.813,28.613,8.367,1.614,288
361.1,24.813,28.525,7.999,1.245,288
362.38,24.813,28.525,7.959,1.205,288
362.5,24.813,28.263,7.959,1.205,288
362.63,24.895,27.483,7.959,1.205,288
362.75,24.813,28.263,7.959,1.205,288
362.88,24.813,28.263,7.959,1.205,288
363,24.813,28.263,8.248,1.494,288
363.13,24.813,28.263,8.367,1.614,288
363.25,24.813,28.176,7.969,1.215,288
363.38,24.813,28.263,7.949,1.195,288
363.5,24.813,27.655,7.959,1.205,288
363.63,24.323,28.176,7.959,1.205,288
363.75,24.649,28.176,7.959,0.877,288
363.88,24.813,28.176,7.959,1.205,288
365.3,24.813,28.176,7.959,1.205,288
365.43,24.813,28.002,7.959,1.205,288
365.56,24.813,28.002,7.959,0.946,288
365.69,24.813,28.002,7.959,0.807,288
365.81,24.813,28.002,7.959,1.205,288
365.94,24.813,28.002,7.959,1.195,288
366.06,24.813,28.002,7.959,1.116,288
366.19,24.813,27.915,7.969,1.215,288
366.31,24.813,27.915,7.959,1.006,288
366.44,24.813,27.915,7.959,0.827,288
366.57,24.813,27.915,8.606,1.853,280.8
366.69,24.813,27.915,8.248,1.494,280.8
366.81,24.813,27.915,7.959,1.205,280.8
368.2,24.813,27.915,7.959,0.827,280.8
368.31,24.813,27828,7.959,1.205,280.8
368.44,24.813,27.742,7.959,1.205,280.8
368.56,24.813,27.742,7.969,1.215,280.8
368.69,24.813,27.742,7.959,0.946,280.8
368.81,24.813,27.742,7.959,1.205,280.8
368.94,24.813,27.742,7.959,1.205,280.8
369.07,24.813,27.742,7.959,1.205,280.8
369.19,24.813,27.742,7.959,1.205,280.8
369.32,24.813,27.742,7.959,1.205,280.8
369.44,24.813,27.742,7.969,1.215,280.8
369.57,24.813,27.742,8.686,1.932,280.8
369.69,24.813,27.742,7.949,1.195,280.8
369.82,24.813,27.742,7.959,1.205,280.8
371.1,24.813,26.968,7.969,1.215,280.8
371.24,24.813,26.883,7.959,1.205,280.8
371.38,24.895,27.655,7.959,1.205,280.8
371.5,24.895,26.883,7.959,1.205,280.8
371.63,24.895,27.569,7.959,1.195,280.8
371.75,24.813,27.655,7.959,1.205,280.8
371.88,24.813,27.569,7.969,1.215,280.8
372,24.813,27.569,7.959,1.205,280.8
372.15,24.895,27.569,7.959,1.205,280.8
372.27,24.895,27.569,7.959,1.205,280.8
372.4,24.895,27.569,7.969,1.215,280.8
372.52,24.895,27.569,8.367,1.614,280.8
372.65,24.895,27.569,7.949,1.195,280.8
374.01,24.895,27.569,7.959,1.205,280.8
374.15,24.895,27.483,7.959,1.205,280.8
374.29,24.895,27.483,7.969,1.215,280.8
374.41,24.895,27.483,7.959,0.946,280.8
374.53,24.895,27.483,7.959,1.205,280.8
374.66,24.895,27.483,7.959,0.827,280.8
374.78,24.895,27.483,7.969,1.215,280.8
374.91,24.404,27.483,7.959,1.205,280.8
375.04,24.895,26.712,7.959,1.205,280.8
375.16,24.895,27.483,7.959,1.205,280.8
375.28,25.388,26.712,7.959,1.205,280.8
375.41,24.895,27.397,7.959,1.116,280.8
375.54,24.895,27.397,7.959,1.175,280.8
377.01,24.895,27.397,7.969,1.215,280.8
377.15,24.895,27.397,7.959,1.205,280.8
377.27,24.895,28.176,7.969,1.215,280.8
377.4,24.895,26.627,7.959,1.205,280.8
377.52,24.895,26.883,7.959,1.205,280.8
377.66,24.895,27.311,7.969,1.126,280.8
377.78,24.895,27.311,7.959,0.807,280.8
377.91,24.895,27.311,7.959,0.807,280.8
378.03,24.895,27.311,7.959,0.807,280.8
378.16,24.895,27.311,7.969,1.215,280.8
378.28,24.813,27.311,7.959,1.205,280.8
378.41,24.895,27.311,7.959,1.205,280.8
378.53,24.895,27.311,7.949,1.195,280.8
380,24.895,27.569,7.959,1.205,280.8
380.13,24.895,27.311,7.969,1.215,280.8
380.25,24.895,27.311,8.009,1.255,280.8
380.38,24.895,27.311,7.959,1.205,280.8
380.5,24.895,27.311,7.959,0.817,280.8
380.63,25.059,27.311,7.959,1.205,280.8
380.75,24.895,28.089,7.959,1.205,280.8
380.88,24.895,27.225,7.949,1.195,280.8
381,24.895,28.089,7.969,1.215,280.8
381.13,24.895,27.483,7.959,1.205,280.8
381.25,24.895,28.089,7.959,1.205,280.8
381.38,24.895,27.225,7.959,1.205,280.8
381.5,24.895,27.311,7.969,1.215,280.8
383.02,24.895,27.225,7.949,1.195,280.8
383.14,24.895,27.225,7.959,1.205,280.8
383.27,24.895,27.225,7.959,1.205,266.4
383.39,24.895,27.225,7.959,1.006,259.2
383.52,24.895,27.225,7.959,0.807,259.2
383.64,24.977,27.225,7.959,0.867,259.2
383.77,24.895,27.225,7.959,1.205,259.2
383.9,24.895,27.225,7.959,1.205,259.2
384.02,24.895,27.225,7.949,1.195,252
384.15,25.141,27.225,7.999,1.235,259.2
384.28,24.895,27.569,7.989,1.225,259.2
384.41,24.895,27.569,7.989,1.225,259.2
384.53,24.895,27.225,7.989,1.225,259.2
384.66,24.977,27.225,7.999,1.235,259.2
386.13,24.977,27.225,7.989,1.056,259.2
386.25,24.895,27.225,7.999,1.235,259.2
386.38,24.977,27.139,7.989,1.056,259.2
386.5,24.895,27.139,7.989,0.847,259.2
386.63,24.977,27.139,7.999,1.235,259.2
386.75,24.977,27.139,8.756,1.992,259.2
386.88,24.977,27.139,8.756,1.992,259.2
387,24.977,27.139,7.999,1.235,259.2
387.13,24.977,27.139,7.999,1.235,259.2
387.25,24.977,27.139,8.287,1.524,259.2
387.38,24.977,27.139,8.746,1.982,259.2
387.5,24.977,27.139,7.999,1.235,259.2
387.63,24.977,27.225,7.989,1.225,259.2
389.27,24.977,26.968,7.989,1.225,259.2
389.39,24.977,27.139,7.999,1.066,259.2
389.52,24.977,27.139,8.038,1.275,259.2
389.66,24.977,27.139,7.989,1.225,259.2
389.78,24.977,27.139,7.989,1.225,259.2
389.91,24.977,27.139,7.999,1.235,259.2
390.03,24.977,27.139,7.989,1.016,259.2
390.16,24.977,27.139,7.949,1.195,252
390.28,24.977,27.139,7.949,1.195,252
390.41,24.977,27.139,7.959,1.205,252
390.53,24.977,27.139,7.949,1.195,252
390.66,24.977,27.139,7.949,1.195,252
390.78,24.977,27.139,7.949,1.195,252
392.42,24.977,27.225,7.959,1.205,252
392.55,24.977,27.915,7.949,1.195,252
392.68,24.977,27.139,7.959,1.205,252
392.81,24.977,27.054,7.959,1.205,244.8
392.94,24.977,27.054,7.959,1.205,244.8
393.06,24.977,27.054,7.959,0.807,244.8
393.19,24.977,27.054,7.959,1.205,244.8
393.31,24.977,27.054,7.959,1.205,244.8
393.44,24.977,27.054,7.959,0.946,244.8
393.56,24.977,27.054,7.959,1.205,244.8
393.69,24.977,27.054,7.959,0.867,244.8
393.81,24.977,27.054,7.959,1.185,244.8
393.94,24.977,27.054,7.959,1.205,244.8
394.07,24.977,27.054,7.949,1.195,237.6
395.65,24.977,27.054,7.949,1.195,237.6
395.78,24.977,27.054,7.949,1.195,237.6
395.93,24.977,27.569,7.959,1.205,223.2
396.07,24.977,26.372,7.959,1.205,223.2
396.21,24.977,26.372,7.949,1.195,223.2
396.33,24.977,27.054,7.959,1.205,223.2
396.46,25.553,27.054,7.949,1.195,223.2
396.6,24.977,27.054,7.949,1.195,223.2
396.72,25.553,27.054,7.949,1.195,223.2
396.85,24.977,27.569,7.969,1.215,223.2
396.97,24.977,26.968,7.949,1.195,223.2
397.1,25.059,26.968,7.959,1.205,223.2
397.22,25.059,26.968,7.959,1.205,223.2
399.03,25.059,26.968,7.959,1.205,223.2
399.16,25.059,26.968,7.999,1.235,230.4
399.28,25.059,26.968,7.989,0.837,230.4
399.41,25.059,26.968,7.989,1.056,230.4
399.53,25.059,26.968,7.999,1.235,230.4
399.66,25.059,26.968,7.989,1.225,230.4
399.78,25.059,26.968,7.999,0.986,230.4
399.91,25.059,26.968,7.989,1.185,230.4
400.03,25.059,26.968,8.078,1.315,237.6
400.16,25.059,26.968,7.999,1.235,237.6
400.28,25.059,26.968,8.566,1.803,237.6
400.41,25.059,26.968,7.989,1.225,237.6
400.53,25.059,26.968,7.989,1.225,237.6
402.27,25.059,27.742,7.989,1.225,244.8
402.39,25.059,27.225,7.989,11.225,280.8
402.52,25.059,26.968,7.999,1.235,280.8
402.65,25.059,26.968,7.979,1.215,280.8
402.78,25.059,26.968,8.606,1.843,280.8
402.91,25.059,26.968,8.686,1.922,280.8
403.03,25.059,26.968,8.686,1.922,280.8
403.16,25.059,26.968,8.746,1.982,280.8
403.28,25.059,26.968,7.989,1.225,280.8
403.41,25.059,27.569,7.999,1.235,280.8
403.54,25.636,26.968,7.989,1.225,280.8
403.66,25.059,26.968,7.989,1.225,280.8
403.78,25.059,26.968,7.989,1.225,280.8
403.91,25.059,26.968,7.999,1.235,280.8
405.62,25.059,26.968,7.999,1.225,280.8
405.75,25.059,26.968,7.989,1.225,280.8
405.88,25.059,26.968,7.979,1.215,280.8
406,25.059,26.968,7.999,1.235,280.8
406.13,25.636,26.968,7.989,1.225,280.8
406.25,25.059,26.968,7.989,1.225,280.8
406.38,24.977,26.968,7.989,1.056,280.8
406.5,25.059,26.968,7.959,1.205,273.6
406.63,25.059,26.968,7.949,1.195,273.6
406.75,25.059,26.968,7.949,1.195,273.6
406.88,25.059,26.968,7.949,1.195,273.6
407,25.141,26.968,7.959,1.205,273.6
407.13,25.719,26.288,7.949,1.195,273.6
407.25,25.059,26.968,7.959,0.946,273.6
408.95,25.059,26.968,7.959,0.827,273.6
409.08,25.059,26.968,7.959,1.205,273.6
409.22,25.141,27.569,7.959,1.205,266.4
409.35,25.141,26.968,8.706,1.952,266.4
409.47,25.141,26.968,7.959,1.195,266.4
409.6,25.141,26.968,7.959,1.205,266.4
409.72,25.141,26.968,7.959,1.205,259.2
409.85,25.141,26.968,7.959,1.036,259.2
409.97,25.141,26.968,7.959,1.195,259.2
410.1,25.141,26.968,7.949,1.195,259.2
410.22,25.719,26.288,7.959,1.205,259.2
410.35,25.141,26.968,7.949,1.195,259.2
410.47,25.141,26.968,7.949,1.195,259.2
412.42,25.223,26.968,7.969,1.215,259.2
412.56,25.141,26.968,7.989,1.016,280.8
412.69,25.141,26.968,7.989,1.225,288
412.81,25.141,26.968,7.989,1.225,295.2
412.94,25.141,26.968,7.989,1.225,302.4
413.07,25.141,26.968,7.999,1.235,302.4
413.19,25.719,26.288,7.989,1.225,309.6
413.32,25.141,26.968,7.979,1.215,309.6
413.44,25.141,26.288,7.989,1.225,316.8
413.57,25.141,26.968,7.989,1.225,316.8
413.69,25.223,26.968,7.999,1.235,324
413.82,25.141,27.742,7.979,1.215,324
415.99,25.141,26.968,7.989,1.225,324
416.11,25.141,26.968,8.407,1.644,324
416.25,25.141,26.968,7.949,0.936,331.2
416.4,25.141,26.968,7.959,1.036,331.2
416.52,25.802,26.542,7.959,1.205,331.2
416.65,25.141,27.569,7.959,1.205,324
416.77,25.141,27.054,7.959,1.205,324
416.9,25.141,27.054,7.959,1.036,324
417.02,25.141,27.054,7.959,1.205,324
417.15,25.802,26.372,7.949,1.195,324
417.27,25.141,27.828,7.949,1.195,324
417.4,25.141,27.569,7.949,1.195,316.8
417.52,25.223,27.054,7.949,1.195,309.6
419.51,25.223,27.054,7.949,1.195,302.4
419.65,25.223,27.054,8.258,1.504,295.2
419.78,25.223,27.054,7.989,1.225,280.8
419.91,25.223,27.054,8.058,1.295,280.8
420.03,25.223,27.054,7.999,1.235,280.8
420.16,25.223,27.054,8.278,1.514,280.8
