Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (mA),Sun Angle (degrees)
0.351,23.029,22.165,8.546,1.315,172.8
0.58772,23.029,22.165,8.527,1.335,180
0.81088,23.029,22.165,8.556,1.335,172.8
1.034,23.11,22.245,8.507,1.325,180
1.2461,22.949,22.165,8.507,1.295,172.8
1.4673,23.029,22.165,8.497,1.514,180
1.7075,23.029,22.245,8.507,1.285,172.8
1.9167,23.029,22.165,8.497,1.315,180
2.1388,23.029,22.165,8.497,1.285,172.8
2.3659,22.949,22.165,8.497,1.315,180
2.6051,23.029,22.488,8.497,1.295,172.8
2.8103,22.949,22.165,8.487,1.325,180
3.0405,23.029,22.165,8.546,1.345,172.8
3.2747,22.949,22.165,8.487,1.315,180
3.4819,23.029,22.245,8.487,1.325,172.8
3.7081,23.029,22.245,8.477,1.315,180
3.9323,23.029,22.165,8.477,1.315,187.2
4.1544,23.029,22.165,8.477,1.325,194.4
4.3956,23.029,22.245,8.467,1.454,201.6
4.5887,23.029,22.245,8.537,1.375,208.8
4.8119,23.029,22.245,8.467,1.315,216
5.0511,22.949,22.245,8.467,1.315,223.2
5.2762,23.029,22.245,8.467,1.315,230.4
5.5004,23.029,22.245,8.467,1.454,237.6
5.7076,23.029,22.245,8.537,1.385,244.8
5.9448,23.029,22.084,8.457,1.305,252
6.16,23.029,22.245,8.457,1.315,259.2
6.3781,23.029,22.245,8.457,1.295,266.4
6.6032,23.029,22.245,8.457,1.325,273.6
6.8264,23.029,22.165,8.457,1.325,280.8
7.0826,23.029,22.165,8.447,1.285,288
7.3067,23.029,22.165,8.447,1.474,295.2
7.5319,23.029,22.245,8.596,1.454,302.4
7.7371,23.029,22.245,8.447,1.315,309.6
7.9473,23.029,22.245,8.437,1.305,316.8
8.1913,23.029,22.245,8.447,1.315,324
8.4286,22.949,22.165,8.447,1.325,331.2
8.6347,23.029,22.165,8.437,1.315,338.4
8.858,23.029,22.165,8.437,1.255,345.6
9.0812,23.029,22.165,8.437,1.295,352.8
9.2059,23.029,22.165,8.606,1.474,360
9.4024,23.029,22.165,8.437,1.305,360
9.6466,23.029,22.165,8.447,1.285,352.8
9.8817,22.949,22.165,8.447,1.305,345.6
10.106,23.029,22.165,8.437,1.295,338.4
10.318,23.029,22.165,8.507,1.355,331.2
10.554,23.029,22.165,8.437,1.285,324
10.764,23.029,22.165,8.546,1.395,316.8
10.985,23.029,22.245,8.437,1.285,309.6
11.211,23.029,22.245,8.437,1.285,302.4
11.436,23.029,22.245,8.437,1.285,295.2
11.678,23.029,22.165,8.427,1.275,288
11.912,23.029,22.165,8.487,1.335,280.8
12.137,23.029,22.165,8.427,1.295,273.6
12.361,22.949,22.165,8.427,1.295,266.4
12.585,23.029,22.165,8.427,1.295,259.2
12.811,23.029,22.165,8.427,1.285,252
13.022,23.029,22.165,8.407,1.295,259.2
13.242,23.029,22.245,8.417,1.315,266.4
13.484,23.029,22.165,8.407,1.305,273.6
13.705,23.029,22.245,8.407,1.305,280.8
13.933,23.029,22.165,8.407,1.305,288
14.154,23.029,22.165,8.437,1.335,295.2
14.377,23.029,22.165,8.407,1.305,302.4
14.616,23.029,22.165,8.407,1.315,309.6
14.826,23.029,22.165,8.407,1.315,316.8
15.049,23.029,22.165,8.616,1.514,324
15.273,23.029,22.165,8.138,1.046,331.2
15.516,23.029,22.245,8.407,1.315,338.4
15.737,22.949,22.165,8.397,1.305,345.6
15.959,23.029,22.165,8.397,1.245,352.8
16.168,23.029,22.165,8.397,1.315,360
16.395,23.029,22.165,8.397,1.315,7.2
16.632,23.029,22.245,8.397,1.305,14.4
16.841,23.11,22.165,8.397,1.315,21.6
17.065,23.029,22.165,8.397,1.315,28.8
17.289,23.11,22.165,8.397,1.315,36
17.513,22.949,22.165,8.387,1.305,43.2
17.737,23.029,22.084,8.397,1.325,50.4
17.962,23.029,22.165,8.387,1.305,57.6
18.185,23.029,22.165,8.606,1.524,64.8
18.41,23.029,22.165,8.716,1.634,72
18.632,23.029,22.165,8.387,1.594,79.2
18.856,23.029,22.165,8.387,1.305,86.4
19.08,23.029,22.165,8.377,1.315,93.6
19.305,23.029,22.73,8.377,1.305,100.8
19.53,23.029,22.165,8.377,1.335,108
19.77,23.029,22.165,8.437,1.355,115.2
19.897,23.029,22.165,8.377,1.305,122.4
20.036,23.029,22.165,8.377,1.365,122.4
20.2,23.029,22.165,8.377,1.315,122.4
20.412,23.029,22.165,8.387,1.414,115.2
20.638,23.029,22.165,8.387,1.275,108
20.859,23.029,22.004,8.387,1.285,100.8
21.087,23.029,22.165,8.387,1.285,93.6
21.308,23.029,22.165,8.377,1.285,86.4
21.532,23.029,22.165,8.377,1.285,79.2
21.736,23.029,22.165,8.377,1.365,72
21.965,23.029,22.165,8.387,1.225,64.8
22.201,23.029,22.165,8.377,1.285,57.6
22.408,23.029,22.165,8.377,1.285,50.4
22.535,23.029,22.165,8.377,1.285,43.2
22.671,23.029,22.165,8.377,1.225,43.2
22.798,23.029,22.165,8.377,1.285,43.2
22.932,23.029,22.165,8.477,1.375,43.2
23.066,23.029,22.165,8.377,1.285,43.2
23.273,23.029,22.165,8.377,1.285,36
23.496,23.029,22.165,8.367,1.215,28.8
23.719,23.029,22.165,8.377,1.215,21.6
23.931,23.029,22.165,8.377,1.295,14.4
24.155,23.029,22.165,8.367,1.195,7.2
24.285,23.029,22.165,8.367,1.265,360
24.486,23.029,22.165,8.367,1.285,360
24.713,22.949,22.165,8.357,1.305,7.2
24.848,23.029,22.165,8.377,1.315,14.4
25.029,23.029,22.165,8.357,1.305,14.4
25.16,23.029,22.165,8.357,1.305,21.6
25.286,23.029,22.165,8.357,1.315,21.6
25.409,23.029,22.165,8.357,1.305,21.6
25.535,23.029,22.165,8.357,1.305,21.6
25.658,23.029,22.165,8.357,1.315,21.6
25.784,23.19,22.326,8.357,1.305,21.6
25.911,23.029,22.165,8.357,1.544,21.6
26.056,23.029,22.165,8.347,1.305,21.6
26.193,22.949,22.165,8.357,1.275,14.4
26.415,22.949,22.165,8.357,1.275,7.2
26.651,23.029,22.245,8.357,1.275,360
26.856,23.029,22.165,8.357,1.504,352.8
27.097,23.029,22.165,8.487,1.434,360
27.304,23.029,22.165,8.347,1.305,7.2
27.546,23.11,22.165,8.347,1.305,14.4
27.757,23.11,22.245,8.347,1.295,21.6
27.897,23.029,22.326,8.347,1.295,28.8
28.019,23.029,22.165,8.347,1.335,28.8
28.179,22.949,22.165,8.347,1.305,28.8
28.394,22.949,22.165,8.357,1.285,21.6
28.635,23.029,22.165,8.357,1.315,14.4
28.854,23.029,22.165,8.347,1.225,7.2
29.068,23.029,22.165,8.347,1.275,360
29.289,23.029,22.165,8.337,1.305,7.2
29.515,23.029,22.245,8.347,1.305,14.4
29.738,23.029,22.245,8.347,1.305,21.6
29.964,23.029,22.084,8.337,1.295,28.8
30.184,23.029,22.165,8.337,1.165,36
30.333,23.029,22.165,8.337,1.225,43.2
30.522,23.11,22.245,8.337,1.305,43.2
30.745,23.029,22.165,8.487,1.444,50.4
30.899,23.029,22.165,8.626,1.584,57.6
31.035,22.949,22.165,8.337,1.305,57.6
31.222,23.029,22.165,8.357,1.325,57.6
31.347,23.029,22.165,8.477,1.444,64.8
31.47,22.949,22.165,8.337,1.305,64.8
31.68,23.029,22.165,8.337,1.305,64.8
31.798,23.19,22.165,8.327,1.295,72
31.927,23.029,22.245,8.636,1.594,72
32.066,23.029,22.245,8.357,1.325,79.2
32.275,23.029,22.245,8.327,1.295,79.2
32.513,22.869,22.245,8.327,1.295,86.4
32.75,23.029,22.245,8.327,1.275,93.6
32.906,23.029,22.245,8.327,1.215,100.8
33.147,23.029,22.245,8.327,1.215,108
33.392,23.029,22.245,8.467,1.434,115.2
33.645,23.11,22.245,8.327,1.295,122.4
33.805,23.029,22.245,8.317,1.295,129.6
34.025,23.029,22.245,8.327,1.305,136.8
34.271,23.029,22.245,8.626,1.604,144
34.519,23.029,22.245,8.327,1.305,151.2
34.77,23.029,22.245,8.327,1.355,158.4
35.021,23.029,22.245,8.317,1.295,165.6
35.182,23.029,22.245,8.317,1.205,172.8
35.4,23.029,22.245,8.337,1.275,165.6
35.652,23.029,22.245,8.317,1.205,172.8
35.91,23.029,22.245,8.327,1.275,165.6
36.074,22.949,22.245,8.327,1.275,158.4
36.293,23.029,22.245,8.477,1.454,165.6
36.56,23.029,22.245,8.317,1.355,172.8
36.727,23.029,22.245,8.327,1.275,165.6
36.952,23.029,22.245,8.317,1.305,172.8
37.125,23.029,22.245,8.586,1.524,165.6
37.353,23.029,22.245,8.317,1.275,165.6
37.522,23.029,23.055,8.327,1.275,158.4
37.749,23.029,22.245,8.307,1.225,165.6
38.015,23.029,22.245,8.307,1.285,172.8
38.184,23.029,22.165,8.317,1.265,165.6
38.419,23.029,22.245,8.307,1.255,172.8
38.687,23.029,22.245,8.317,1.305,165.6
38.858,23.029,22.245,8.477,1.454,172.8
39.095,23.029,22.245,8.317,1.275,165.6
39.369,23.029,22.245,8.307,1.295,172.8
39.548,22.949,22.245,8.317,1.275,165.6
39.786,23.029,22.245,8.317,1.265,158.4
40.067,23.029,22.165,8.307,1.295,165.6
40.24,23.029,22.245,8.307,1.215,172.8
40.486,23.029,22.245,8.317,1.265,165.6
40.66,23.11,22.245,8.307,1.295,172.8
40.91,23.19,22.245,8.307,1.265,165.6
41.193,23.029,22.245,8.297,1.245,172.8
41.37,23.029,22.245,8.447,1.404,165.6
41.62,23.029,22.245,8.297,1.285,172.8
41.798,22.949,22.245,8.307,1.265,165.6
42.054,23.029,22.245,8.297,1.295,172.8
42.235,23.029,22.245,8.307,1.265,165.6
42.486,22.949,22.326,8.297,1.295,172.8
42.667,23.029,22.326,8.317,1.275,165.6
42.925,23.029,22.326,8.158,1.146,172.8
43.114,23.029,22.245,8.307,1.275,165.6
43.369,23.029,22.326,8.297,1.205,172.8
43.566,23.029,22.326,8.297,1.255,165.6
43.825,22.869,22.326,8.297,1.295,172.8
44.011,23.029,22.326,8.307,1.524,165.6
44.28,23.029,22.326,8.297,1.295,172.8
44.468,23.029,22.326,8.297,1.265,165.6
44.732,23.11,22.326,8.297,1.295,172.8
44.92,23.029,22.407,8.297,1.265,165.6
45.188,23.029,22.326,8.287,1.195,172.8
45.376,23.029,22.326,8.437,1.404,165.6
45.652,23.029,22.326,8.287,1.195,172.8
45.842,23.11,22.326,8.297,1.265,165.6
46.119,23.029,22.326,8.287,1.325,172.8
46.31,23.029,22.326,8.297,1.275,165.6
46.588,22.949,22.326,8.297,1.275,158.4
46.785,23.029,22.326,8.287,1.305,165.6
46.909,23.029,22.488,8.287,1.295,172.8
47.22,23.029,22.326,8.297,1.275,165.6
47.415,23.029,22.245,8.287,1.295,172.8
47.693,23.029,22.326,8.297,1.325,165.6
47.888,23.029,22.488,8.287,1.295,172.8
48.176,23.029,22.326,8.287,1.116,165.6
48.371,23.029,22.326,8.606,1.604,172.8
48.502,23.029,22.326,8.278,1.285,180
48.817,23.029,22.326,8.287,1.275,172.8
49.018,23.029,22.245,8.287,1.275,165.6
49.312,23.029,22.326,8.278,1.285,172.8
49.508,23.029,22.488,8.287,1.265,165.6
49.637,23.029,22.326,8.278,1.275,172.8
49.973,23.029,22.407,8.307,1.285,165.6
50.174,22.869,22.407,8.278,1.275,172.8
50.308,23.029,22.407,8.357,1.335,165.6
50.477,23.029,22.407,8.278,1.255,165.6
50.643,23.029,22.407,8.278,1.215,172.8
50.98,23.029,22.488,8.287,1.275,165.6
51.184,23.029,22.407,8.278,1.295,172.8
51.315,23.19,22.488,8.287,1.265,165.6
51.66,23.029,22.407,8.278,1.265,172.8
51.866,23.029,22.407,8.606,1.584,165.6
52,23.029,22.407,8.268,1.265,172.8
52.346,23.029,22.407,8.278,1.255,165.6
52.555,23.029,22.407,8.268,1.285,172.8
52.693,23.029,22.407,8.278,1.175,165.6
53.039,23.029,22.407,8.437,1.454,172.8
53.245,23.11,22.326,8.278,1.265,165.6
53.387,23.029,22.407,8.268,1.295,172.8
53.744,23.029,22.407,8.278,1.275,165.6
53.954,23.029,22.568,8.268,1.285,172.8
54.098,23.029,22.407,8.278,1.195,165.6
54.275,23.029,22.407,8.606,1.624,172.8
54.637,22.949,22.407,8.278,1.265,165.6
54.847,23.029,22.407,8.636,1.654,172.8
54.996,23.029,22.488,8.278,1.265,165.6
55.18,23.029,22.407,8.268,1.484,172.8
55.543,23.11,22.407,8.268,1.255,165.6
55.757,23.029,22.407,8.278,1.305,172.8
55.903,23.029,22.407,8.268,1.265,165.6
56.09,23.029,22.407,8.258,1.285,172.8
56.457,23.029,22.326,8.268,1.255,165.6
56.674,23.029,22.407,8.427,1.444,172.8
56.82,23.029,22.568,8.268,1.265,165.6
57.007,23.029,22.407,8.278,1.305,172.8
57.193,23.029,22.488,8.268,1.265,165.6
57.566,23.029,22.407,8.427,1.454,172.8
57.784,23.029,22.407,8.048,1.046,165.6
57.939,23.029,22.407,8.258,1.285,172.8
58.134,23.029,22.407,8.606,1.594,165.6
58.323,23.029,22.326,8.258,1.265,158.4
58.708,23.029,22.407,8.258,1.295,165.6
58.934,23.029,22.568,8.248,1.285,172.8
59.088,23.029,22.407,8.258,1.255,165.6
59.28,23.029,22.407,8.606,1.604,158.4
59.475,23.19,22.568,8.248,1.285,165.6
59.86,23.029,22.407,8.248,1.195,172.8
60.089,23.029,22.407,8.606,1.604,165.6
60.248,23.029,22.407,8.258,1.265,158.4
60.447,23.029,22.407,8.248,1.285,165.6
60.643,23.029,22.407,8.248,1.285,172.8
60.841,23.029,22.407,8.258,1.265,165.6
61.043,23.029,22.407,8.248,1.295,172.8
61.439,23.029,22.568,8.258,1.265,165.6
61.666,23.029,22.407,8.248,1.195,172.8
61.831,23.029,22.488,8.437,1.434,165.6
62.03,23.029,22.407,8.248,1.235,172.8
62.234,23.029,22.488,8.248,1.255,165.6
62.437,23.029,22.488,8.248,1.414,172.8
62.639,23.029,22.488,8.606,1.614,165.6
62.845,23.029,22.488,8.238,1.285,172.8
63.247,23.029,22.488,8.208,1.215,165.6
63.49,23.029,22.488,8.238,1.175,172.8
63.658,23.029,22.488,8.248,1.265,165.6
63.866,23.029,22.488,8.238,1.285,172.8
64.074,23.029,22.488,8.248,1.285,165.6
64.283,23.19,22.488,8.238,1.285,172.8
64.488,23.029,22.488,8.248,1.255,165.6
64.699,23.029,22.326,8.238,1.285,172.8
64.907,23.029,22.488,8.248,1.335,165.6
65.116,23.029,22.488,8.238,1.275,172.8
65.325,23.029,22.488,8.248,1.265,165.6
65.749,23.029,22.488,8.238,1.295,172.8
65.998,23.029,22.488,8.248,1.265,165.6
66.128,23.029,22.488,8.238,1.285,172.8
66.385,23.029,22.488,8.248,1.185,165.6
66.601,23.19,22.488,8.228,1.275,172.8
66.816,23.029,22.488,8.616,1.624,165.6
67.032,23.029,22.488,8.238,1.285,172.8
67.255,23.029,22.649,8.238,1.255,165.6
67.473,23.029,22.488,8.437,1.484,172.8
67.685,23.029,22.488,8.238,1.185,165.6
67.906,23.029,22.649,8.228,1.285,172.8
68.121,23.029,22.488,8.228,1.285,180
68.34,22.869,22.488,8.228,1.285,187.2
68.565,23.029,22.488,8.228,1.285,194.4
68.784,23.029,22.488,8.228,1.175,201.6
69.006,23.029,22.488,8.437,1.484,208.8
69.228,23.029,22.488,8.228,1.285,216
69.449,23.029,22.488,8.606,1.663,223.2
69.679,23.029,22.407,8.228,1.285,230.4
69.9,23.029,22.568,8.666,1.723,237.6
70.127,23.029,22.649,8.228,1.285,244.8
70.351,23.029,22.568,8.666,1.713,252
70.578,23.029,22.326,8.228,1.285,259.2
70.804,23.029,22.568,8.238,1.295,266.4
71.039,23.029,22.568,8.457,1.514,273.6
71.262,23.029,22.568,8.228,1.285,280.8
71.494,23.029,22.568,8.218,1.285,288
71.72,23.029,22.568,8.218,1.285,295.2
71.95,23.271,22.568,8.218,1.275,302.4
72.182,23.271,22.407,8.218,1.285,309.6
72.413,23.029,22.568,8.218,1.165,316.8
72.642,23.029,22.568,8.218,1.255,324
72.874,23.029,22.568,8.238,1.295,331.2
73.106,23.029,22.568,8.218,1.275,338.4
73.342,23.029,22.568,8.218,1.285,345.6
73.582,22.949,22.568,8.218,1.215,352.8
73.819,23.029,22.568,8.457,1.524,360
74.054,23.029,22.568,8.218,1.295,7.2
74.29,23.029,22.568,8.666,1.733,14.4
74.526,23.029,22.568,8.228,1.295,21.6
74.765,23.029,22.568,8.218,1.285,28.8
74.895,23.029,22.568,8.218,1.285,36
75.029,23.029,22.568,8.218,1.285,43.2
75.244,23.029,22.568,8.218,1.255,50.4
75.38,22.949,22.568,8.218,1.215,50.4
75.508,23.029,22.568,8.078,1.146,50.4
75.648,23.029,22.568,8.208,1.285,50.4
75.77,23.029,22.649,8.457,1.524,50.4
75.896,23.029,22.568,8.208,1.165,50.4
76.017,23.271,22.407,8.208,1.285,50.4
76.145,23.029,22.649,8.208,1.245,50.4
76.27,23.029,22.649,8.208,1.275,50.4
76.397,23.11,22.649,8.208,1.285,50.4
76.521,23.029,22.649,8.208,1.285,50.4
76.646,23.11,22.811,8.208,1.275,50.4
76.772,23.11,22.649,8.208,1.285,50.4
76.897,23.11,22.649,8.208,1.205,50.4
77.02,23.029,22.811,8.208,1.285,50.4
77.145,23.19,22.649,8.208,1.285,57.6
77.27,23.029,22.649,8.208,1.285,57.6
77.395,23.029,22.649,8.666,1.733,57.6
77.52,23.029,22.649,8.407,1.474,57.6
77.645,23.029,22.649,8.208,1.285,57.6
77.767,23.271,22.649,8.208,1.285,57.6
77.895,23.029,22.649,8.606,1.673,57.6
78.02,23.029,22.649,8.208,1.285,57.6
78.145,23.029,22.649,8.208,1.285,64.8
78.269,23.271,22.407,8.208,1.285,72
78.486,23.029,22.649,8.208,1.275,79.2
78.614,23.029,22.649,8.198,1.275,86.4
78.747,23.029,22.649,8.198,1.275,93.6
79.008,23.029,22.649,8.228,1.305,100.8
79.275,22.949,22.649,8.198,1.155,108
79.538,23.029,22.811,8.208,1.285,115.2
79.803,23.029,22.649,8.198,1.275,122.4
80.066,23.351,22.811,8.198,1.275,129.6
80.192,23.029,22.649,8.198,1.185,136.8
80.328,23.029,22.649,8.198,1.275,144
80.589,23.029,22.649,8.198,1.185,151.2
80.853,23.271,22.649,8.198,1.275,158.4
81.124,23.029,22.649,8.198,1.285,165.6
81.39,23.271,22.649,8.198,1.285,172.8
81.657,23.11,22.649,8.278,1.325,165.6
81.783,23.11,22.893,8.198,1.275,172.8
81.925,23.11,22.649,8.208,1.245,165.6
82.197,23.11,22.488,8.198,1.285,172.8
82.471,23.11,22.811,8.208,1.255,165.6
82.737,23.11,22.568,8.198,1.255,158.4
83.01,23.11,22.649,8.278,1.355,165.6
83.146,23.271,22.649,8.198,1.275,172.8
83.28,23.11,22.649,8.198,1.235,165.6
83.556,23.029,22.811,8.188,1.275,172.8
83.83,23.11,22.73,8.198,1.255,165.6
84.106,23.029,22.811,8.198,1.255,158.4
84.378,23.11,22.73,8.606,1.683,165.6
84.505,23.029,22.73,8.188,1.275,172.8
84.653,23.11,22.73,8.427,1.474,165.6
84.936,23.11,22.73,8.188,1.424,172.8
85.22,23.11,22.73,8.198,1.195,165.6
85.5,23.11,22.73,8.198,1.285,172.8
85.628,23.11,22.73,8.198,1.245,165.6
85.777,23.271,22.568,8.188,1.275,172.8
86.059,23.11,22.73,8.198,1.255,165.6
86.349,23.11,22.73,8.188,1.285,172.8
86.631,22.949,22.73,8.198,1.195,165.6
86.755,23.11,22.73,8.666,1.753,172.8
86.912,23.271,22.568,8.198,1.255,165.6
87.195,23.11,22.73,8.188,1.275,172.8
87.487,23.11,22.73,8.198,1.126,165.6
87.772,23.11,22.73,8.188,1.275,172.8
87.896,23.11,22.73,8.198,1.255,165.6
88.06,23.11,22.73,8.188,1.175,172.8
88.348,23.271,22.811,8.188,1.245,165.6
88.641,23.11,22.73,8.178,1.275,172.8
88.768,23.11,22.73,8.188,1.285,180
88.931,23.11,22.811,8.198,1.245,172.8
89.22,23.11,22.811,8.188,1.245,165.6
89.513,23.11,22.811,8.178,1.096,172.8
89.803,23.11,22.974,8.188,1.245,165.6
89.93,23.11,22.811,8.178,1.165,172.8
90.099,23.11,22.811,8.188,1.245,165.6
90.393,23.11,22.811,8.198,1.285,172.8
90.69,23.11,22.811,8.188,1.255,165.6
90.815,23.11,22.974,8.188,1.255,158.4
90.986,23.11,22.811,8.178,1.285,165.6
91.291,23.271,22.811,8.178,1.275,172.8
91.592,23.11,22.811,8.377,1.434,165.6
91.721,23.351,22.974,8.178,1.275,172.8
91.891,23.11,22.811,8.188,1.146,165.6
92.19,23.351,22.974,8.178,1.275,172.8
92.502,23.11,22.811,8.188,1.385,165.6
92.628,23.11,22.811,8.168,1.265,172.8
92.8,23.11,22.811,8.188,1.255,165.6
93.104,23.11,22.811,8.387,1.484,172.8
93.409,22.949,22.811,8.178,1.255,165.6
93.534,23.11,22.811,8.178,1.285,172.8
93.727,23.11,22.649,8.168,1.265,180
94.039,23.11,22.974,8.178,1.245,172.8
94.357,23.11,22.811,8.178,1.205,165.6
94.488,23.271,22.568,8.168,1.265,172.8
94.665,23.11,22.811,8.178,1.385,165.6
94.975,23.11,22.649,8.168,1.265,172.8
95.114,23.11,22.811,8.178,1.215,165.6
95.289,23.11,22.811,8.168,1.275,172.8
95.599,23.11,22.811,8.178,1.245,165.6
95.912,22.949,22.811,8.168,1.275,172.8
96.033,23.11,22.893,8.178,1.255,165.6
96.225,23.11,22.893,8.168,1.275,172.8
96.542,23.11,22.893,8.178,1.245,165.6
96.682,23.11,22.893,8.756,1.863,172.8
96.859,23.11,22.893,8.178,1.136,165.6
97.176,23.11,23.055,8.168,1.275,172.8
97.5,23.11,22.893,8.168,1.235,165.6
97.629,23.11,22.893,8.168,1.245,172.8
97.821,23.11,22.893,8.168,1.275,180
98.14,23.11,22.893,8.168,1.245,172.8
98.272,23.11,22.893,8.168,1.096,165.6
98.463,23.351,22.649,8.158,1.275,172.8
98.781,23.11,22.893,8.168,1.255,165.6
99.11,22.949,22.893,8.158,1.265,172.8
99.24,23.11,22.893,8.168,1.245,165.6
99.431,23.11,22.893,8.656,1.763,172.8
99.755,23.271,22.893,8.168,1.245,165.6
99.878,23.11,22.893,8.158,1.195,172.8
100.09,23.11,22.893,8.168,1.245,165.6
100.42,23.11,22.893,8.158,1.385,172.8
100.55,23.351,22.893,8.168,1.245,165.6
100.75,23.11,22.893,8.158,1.235,172.8
101.08,23.11,22.893,8.168,1.255,165.6
101.21,22.949,22.893,8.158,1.275,172.8
101.42,23.11,22.893,8.158,1.275,180
101.74,23.11,22.893,8.606,1.683,172.8
101.88,23.271,22.974,8.168,1.255,165.6
102.08,23.11,22.893,8.158,1.195,172.8
102.41,23.11,22.893,8.168,1.255,165.6
102.53,23.11,22.974,8.158,1.066,172.8
102.75,23.351,22.974,8.168,1.255,165.6
103.08,23.11,22.974,8.158,1.066,172.8
103.21,23.19,22.811,8.158,1.245,165.6
103.42,23.11,22.974,8.148,1.275,172.8
103.77,23.11,22.974,8.148,1.275,180
103.9,23.11,22.974,8.158,1.155,172.8
104.11,23.11,22.974,8.606,1.693,165.6
104.46,22.949,22.974,8.148,1.056,172.8
104.58,23.11,22.974,8.158,1.245,165.6
104.8,23.11,22.974,8.148,1.195,172.8
105.15,23.11,22.811,8.158,1.245,165.6
105.27,23.11,22.974,8.686,1.803,172.8
105.49,23.11,22.974,8.158,1.136,165.6
105.84,23.11,22.974,8.098,1.185,158.4
105.97,23.11,22.974,8.148,1.275,165.6
106.19,23.11,23.218,8.148,1.275,172.8
106.54,23.11,22.974,8.158,1.255,165.6
106.66,23.11,23.218,8.158,1.245,158.4
106.89,23.11,22.974,8.148,1.225,165.6
107.24,23.19,22.974,8.148,1.275,172.8
107.37,23.11,22.974,8.357,1.444,165.6
107.59,23.11,23.218,8.148,1.275,172.8
107.95,23.11,22.974,8.158,1.195,165.6
108.09,23.11,23.055,8.148,1.265,172.8
108.3,23.11,23.055,8.158,1.245,165.6
108.42,23.11,23.055,8.138,1.265,172.8
108.66,23.11,23.055,8.148,1.245,165.6
109.02,23.351,23.055,8.148,1.275,172.8
109.15,23.11,23.055,8.148,1.066,165.6
109.38,23.11,23.055,8.357,1.454,158.4
109.74,23.19,22.811,8.138,1.265,165.6
109.86,23.11,23.055,8.138,1.255,172.8
110.11,23.11,23.055,8.357,1.454,165.6
110.24,23.11,23.055,8.138,1.265,172.8
110.47,23.19,23.055,8.148,1.126,165.6
110.84,23.11,23.055,8.138,1.265,172.8
110.97,23.271,23.055,8.148,1.245,165.6
111.22,23.11,23.055,8.138,1.275,172.8
111.35,23.19,23.055,8.636,1.723,165.6
111.58,23.19,23.299,8.138,1.265,172.8
111.95,23.029,23.136,8.148,1.245,165.6
112.09,23.19,23.055,8.138,1.046,172.8
112.33,23.19,23.055,8.148,1.245,165.6
112.7,23.19,23.055,8.138,1.275,172.8
112.83,23.19,23.055,8.148,1.126,165.6
113.08,23.19,23.055,8.138,1.245,158.4
113.21,23.029,23.136,8.138,1.275,165.6
113.46,23.19,23.055,8.138,1.265,172.8
113.85,23.19,23.055,8.038,1.136,165.6
113.99,23.19,23.381,8.138,1.275,172.8
114.23,23.19,23.136,8.138,1.235,165.6
114.36,23.19,23.136,8.198,1.335,172.8
114.6,23.19,23.136,8.417,1.514,165.6
114.74,23.19,23.136,8.128,1.136,172.8
114.98,23.19,23.136,8.138,1.245,165.6
115.37,23.19,23.136,8.138,1.245,158.4
115.5,23.19,23.136,8.138,1.265,165.6
115.75,23.271,23.136,8.128,1.265,172.8
115.88,23.19,23.136,8.138,1.185,165.6
116.13,23.19,23.136,8.437,1.574,172.8
116.51,23.19,23.136,8.138,1.245,165.6
116.64,23.19,23.136,8.128,1.365,172.8
116.9,23.19,23.136,8.138,1.245,165.6
117.03,23.19,23.136,8.128,1.205,172.8
117.28,23.029,22.893,8.128,1.265,180
117.67,23.19,23.136,8.138,1.255,172.8
117.8,23.19,23.136,8.138,1.255,165.6
118.06,23.19,23.136,8.128,1.136,172.8
118.19,23.19,23.136,8.138,1.185,165.6
118.45,23.19,23.218,8.128,1.265,172.8
118.58,23.19,22.974,8.128,1.235,165.6
118.84,23.19,23.218,8.128,1.275,172.8
119.24,23.19,23.218,8.138,1.185,165.6
119.38,23.19,23.218,8.058,1.195,172.8
119.63,23.029,23.218,8.128,1.245,165.6
119.77,23.19,23.218,8.128,1.275,172.8
120.03,23.19,23.218,8.606,1.713,165.6
120.16,23.19,23.463,8.128,1.275,172.8
120.43,23.19,23.218,8.128,1.235,165.6
120.83,23.19,23.218,8.118,1.026,172.8
120.96,23.19,23.218,8.128,1.175,165.6
121.23,23.432,23.218,8.118,1.265,172.8
121.36,23.19,23.218,8.128,1.245,165.6
121.64,23.19,23.218,8.118,1.255,172.8
121.77,23.19,23.218,8.128,1.116,165.6
122.05,23.19,23.218,8.118,1.255,172.8
122.17,23.19,23.218,8.407,1.514,165.6
122.45,23.029,23.218,8.128,1.245,158.4
122.86,23.19,23.218,8.118,1.265,165.6
122.99,23.19,23.218,8.118,1.275,172.8
123.26,23.19,23.218,8.407,1.524,165.6
123.39,23.19,23.218,8.118,1.265,172.8
123.67,23.19,22.974,8.128,1.245,165.6
123.8,23.19,23.299,8.118,1.136,172.8
124.09,23.19,23.299,8.118,1.275,165.6
124.22,23.19,23.299,8.118,1.275,172.8
124.5,23.19,23.381,8.128,1.245,165.6
124.63,22.949,23.055,8.118,1.245,158.4
124.91,23.19,23.299,8.118,1.106,165.6
125.34,23.19,23.299,8.347,1.494,172.8
125.47,23.19,23.299,8.118,1.235,165.6
125.75,23.19,23.299,8.118,1.265,172.8
